MONSTER_IDENTIFICATIE;MEETPUNT_IDENTIFICATIE;LOCATIE_CODE;TYPERING_OMSCHRIJVING;TYPERING_CODE;GROOTHEID_OMSCHRIJVING;GROOTHEID_ CODE;PARAMETER_OMSCHRIJVING;PARAMETER_ CODE;CAS_NR;EENHEID_CODE;HOEDANIGHEID_OMSCHRIJVING;HOEDANIGHEID_CODE;COMPARTIMENT_OMSCHRIJVING;COMPARTIMENT_CODE;WAARDEBEWERKINGSMETHODE_OMSCHRIJVING;WAARDEBEWERKINGSMETHODE_CODE;WAARDEBEPALINGSMETHODE_OMSCHRIJVING;WAARDEBEPALINGSMETHODE_CODE;BEMONSTERINGSSOORT_OMSCHRIJVING;BEMONSTERINGSSOORT_CODE;WAARNEMINGDATUM;WAARNEMINGTIJD (MET/CET);LIMIETSYMBOOL;NUMERIEKEWAARDE;ALFANUMERIEKEWAARDE;KWALITEITSOORDEEL_CODE;REFERENTIE;NOTITIE_CODE;NOTITIE_OMSCHRIJVING;STATUSWAARDE;OPDRACHTGEVENDE_INSTANTIE;MEETAPPARAAT_OMSCHRIJVING;MEETAPPARAAT_CODE;BEMONSTERINGSAPPARAAT_OMSCHRIJVING;BEMONSTERINGSAPPARAAT_CODE;PLAATSBEPALINGSAPPARAAT_OMSCHRIJVING;PLAATSBEPALINGSAPPARAAT_CODE;BEMONSTERINGSHOOGTE;REFERENTIEVLAK;EPSG;X;Y;ORGAAN_OMSCHRIJVING;ORGAAN_CODE;TAXON_NAME;GROEPERING_OMSCHRIJVING;GROEPERING_CODE;GROEPERING_KANAAL;GROEPERING_TYPE
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;12:50:00;;54;54;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;13:00:00;;54;54;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;13:10:00;;56;56;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;13:20:00;;58;58;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;13:30:00;;60;60;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;13:40:00;;63;63;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;13:50:00;;64;64;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;14:00:00;;63;63;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;14:10:00;;62;62;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;14:20:00;;64;64;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;14:30:00;;66;66;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;14:40:00;;66;66;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;14:50:00;;63;63;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;15:00:00;;62;62;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;15:10:00;;60;60;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;15:20:00;;56;56;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;15:30:00;;55;55;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;15:40:00;;53;53;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;15:50:00;;53;53;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;16:00:00;;55;55;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;16:10:00;;55;55;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;16:20:00;;55;55;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;16:30:00;;53;53;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;16:40:00;;55;55;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;16:50:00;;55;55;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;17:00:00;;52;52;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;17:10:00;;52;52;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;17:20:00;;49;49;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;17:30:00;;48;48;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;17:40:00;;48;48;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;17:50:00;;45;45;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;18:00:00;;45;45;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;18:10:00;;46;46;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;18:20:00;;46;46;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;18:30:00;;43;43;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;18:40:00;;43;43;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;18:50:00;;43;43;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;19:00:00;;43;43;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;19:10:00;;43;43;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;19:20:00;;40;40;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;19:30:00;;40;40;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;19:40:00;;39;39;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;19:50:00;;37;37;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;20:00:00;;36;36;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;20:10:00;;38;38;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;20:20:00;;41;41;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;20:30:00;;40;40;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;20:40:00;;41;41;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;20:50:00;;41;41;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;21:00:00;;39;39;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;21:10:00;;40;40;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;21:20:00;;40;40;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;21:30:00;;41;41;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;21:40:00;;40;40;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;21:50:00;;41;41;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;22:00:00;;44;44;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;30-09-2023;22:10:00;;44;44;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
